	Gender	Age	year	gpax	Region	previous-edu	uni-activity	influ-major	influ-people	influ-wellknown	influ-quality	influ-careermarket	E	I	S	N	T	F	J	P
684	m	35+	forth	C	Central	bachelor	no	low	low	high	high	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
685	f	23-28	first	C	Central	highschool-mathsci	no	mid	high	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
686	m	23-28	completed	B	NorthEast	highschool-mathsci	no	low	high	mid	mid	high	High	Low	Low	High	Low	High	Mid	Mid
687	m	23-28	completed	B	Central	highschool-art	yes	mid	high	mid	mid	low	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
688	m	35+	completed	C	NorthEast	highschool-mathsci	no	high	low	high	mid	mid	High	Low	Mid	Mid	Low	High	Mid	Mid
689	f	>23	completed	B	Central	vocational	yes	high	mid	mid	mid	high	High	Low	Low	High	High	Low	Low	High
690	f	>23	forth	B	NorthEast	highschool-mathsci	yes	mid	high	mid	high	mid	High	Low	High	Low	Mid	Mid	Low	High
691	m	23-28	completed	B	Central	highvocational	yes	mid	low	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
692	f	>23	completed	B+	Central	highschool-art	no	mid	low	mid	mid	mid	Low	High	Low	High	Low	High	Mid	Mid
693	m	>23	forth	B	Central	highschool-art	yes	mid	low	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
694	f	23-28	completed	B+	Central	highschool-mathsci	yes	high	low	low	high	high	High	Low	Low	High	Mid	Mid	High	Low
695	m	23-28	completed	B	North	highschool-art	no	high	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Low	High
696	m	23-28	completed	B	South	highschool-art	yes	high	mid	mid	high	high	High	Low	Low	High	Low	High	Mid	Mid
697	f	23-28	completed	B+	Central	highschool-mathsci	no	high	high	high	mid	mid	Mid	Mid	Mid	Mid	High	Low	High	Low
698	m	23-28	completed	B+	East	vocational	yes	high	low	low	low	low	Low	High	Mid	Mid	Low	High	Low	High
699	f	>23	completed	B+	Central	highschool-art	no	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
700	m	23-28	completed	B	Central	highschool-art	yes	high	high	mid	high	mid	High	Low	Mid	Mid	Low	High	High	Low
701	f	23-28	completed	B	Central	highvocational	yes	mid	low	mid	mid	mid	High	Low	Low	High	Low	High	Low	High
702	f	>23	completed	B	Central	highschool-art	yes	mid	low	mid	high	mid	High	Low	High	Low	Low	High	Low	High
703	f	23-28	completed	C+	Central	highschool-mathsci	yes	mid	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
704	m	23-28	completed	B+	Central	vocational	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
705	m	23-28	completed	B+	Central	highschool-art	no	high	mid	high	high	mid	High	Low	Low	High	High	Low	Mid	Mid
706	f	>23	forth	B	NorthEast	highschool-mathsci	yes	mid	high	high	high	mid	High	Low	Low	High	Mid	Mid	Mid	Mid
707	f	23-28	completed	C+	South	highschool-art	yes	high	mid	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
708	m	29-34	completed	B+	South	highschool-mathsci	no	high	low	high	mid	low	High	Low	Mid	Mid	Mid	Mid	High	Low
709	f	23-28	completed	B	NorthEast	highschool-mathsci	yes	high	low	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
710	m	23-28	forth	C	South	highschool-art	yes	high	high	high	high	high	Mid	Mid	Low	High	Low	High	Mid	Mid
711	m	>23	third	B	Central	highschool-art	yes	mid	mid	mid	high	high	Mid	Mid	Low	High	Low	High	Low	High
712	m	>23	forth	B	Central	highschool-art	yes	mid	low	high	high	high	High	Low	Mid	Mid	Mid	Mid	Low	High
713	f	29-34	completed	B	Central	highschool-mathsci	yes	high	high	high	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
714	m	>23	completed	B	Central	vocational	no	mid	high	mid	mid	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
715	m	23-28	completed	B+	NorthEast	highschool-mathsci	yes	mid	low	low	mid	mid	High	Low	Low	High	Low	High	Low	High
716	f	>23	forth	B	NorthEast	highschool-art	yes	mid	high	mid	mid	mid	Mid	Mid	Low	High	Low	High	Low	High
717	f	23-28	completed	C	East	vocational	no	mid	low	mid	mid	low	Low	High	Low	High	Low	High	Low	High
718	m	35+	completed	B	Central	highschool-mathsci	yes	high	low	high	high	low	Low	High	Mid	Mid	High	Low	Mid	Mid
719	f	>23	second	B	Central	highschool-art	no	mid	high	mid	mid	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
720	LGBT	35+	completed	B	Central	highschool-mathsci	no	high	low	low	low	high	Low	High	Low	High	High	Low	Mid	Mid
721	f	35+	completed	C+	North	highschool-mathsci	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
722	f	35+	completed	C+	North	highvocational	no	high	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
723	f	>23	forth	C+	NorthEast	highschool-mathsci	yes	mid	mid	high	mid	low	High	Low	Mid	Mid	Low	High	Low	High
724	LGBT	29-34	completed	C+	Central	vocational	yes	high	mid	mid	mid	mid	Low	High	Mid	Mid	Low	High	Low	High
725	f	23-28	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
726	f	29-34	completed	B	North	highschool-mathsci	no	high	high	high	high	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
727	f	35+	completed	C	North	highvocational	no	low	low	mid	mid	mid	Low	High	Mid	Mid	Low	High	Low	High
728	m	29-34	forth	C+	South	highschool-mathsci	yes	mid	low	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
729	f	23-28	completed	B	Central	highschool-mathsci	no	high	mid	mid	mid	low	Low	High	Mid	Mid	Mid	Mid	High	Low
730	f	35+	completed	C+	South	highvocational	yes	mid	high	high	mid	high	High	Low	Mid	Mid	Low	High	Low	High
731	f	23-28	completed	B	Central	highschool-art	yes	high	mid	high	high	low	Low	High	Mid	Mid	High	Low	Mid	Mid
732	f	>23	third	C+	NorthEast	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
733	m	29-34	completed	C	Central	highschool-mathsci	no	low	high	low	low	low	High	Low	Mid	Mid	High	Low	High	Low
734	f	>23	forth	B	Central	highschool-mathsci	no	mid	high	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
735	f	35+	completed	C	South	highvocational	yes	high	low	high	high	high	Mid	Mid	Low	High	High	Low	Mid	Mid
736	m	23-28	completed	C+	Central	highschool-mathsci	yes	mid	low	mid	mid	low	Low	High	Low	High	Low	High	Mid	Mid
737	f	23-28	completed	C	Central	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
738	f	29-34	completed	B	Central	highschool-art	no	mid	high	mid	mid	low	Low	High	Low	High	Mid	Mid	Mid	Mid
739	LGBT	23-28	completed	B+	West	highschool-mathsci	yes	high	low	high	high	mid	Mid	Mid	Low	High	High	Low	Mid	Mid
740	f	35+	completed	C	NorthEast	highschool-mathsci	yes	mid	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	High	Low
741	f	23-28	completed	B	Central	highschool-mathsci	yes	low	low	high	high	high	Mid	Mid	Mid	Mid	High	Low	High	Low
742	f	29-34	completed	B+	North	highschool-mathsci	no	high	low	high	high	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
743	f	35+	completed	B	Central	highschool-mathsci	no	high	low	high	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
744	f	29-34	completed	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	low	Mid	Mid	High	Low	High	Low	Mid	Mid
745	m	35+	completed	B	NorthEast	highschool-mathsci	no	mid	high	low	mid	mid	Low	High	High	Low	Low	High	Mid	Mid
746	f	29-34	completed	B+	Central	highschool-mathsci	yes	high	mid	mid	high	high	High	Low	Mid	Mid	High	Low	High	Low
747	f	29-34	completed	B+	Central	highschool-art	yes	mid	high	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
748	m	>23	second	B	NorthEast	highschool-mathsci	yes	high	low	high	high	low	High	Low	Mid	Mid	High	Low	High	Low
749	f	29-34	completed	C+	South	highschool-art	no	mid	low	mid	high	high	High	Low	High	Low	Mid	Mid	High	Low
750	f	23-28	completed	C+	NorthEast	highschool-mathsci	no	high	low	high	high	high	Low	High	Mid	Mid	Low	High	Mid	Mid
751	m	23-28	completed	C+	North	highschool-art	no	mid	low	mid	high	mid	Low	High	High	Low	High	Low	Low	High
752	m	>23	completed	B+	South	highschool-mathsci	no	mid	low	mid	mid	low	Low	High	High	Low	Low	High	Low	High
753	LGBT	>23	completed	B	North	highschool-mathsci	yes	mid	high	mid	high	low	High	Low	Low	High	Low	High	Low	High
754	m	23-28	completed	B+	NorthEast	highschool-mathsci	yes	high	low	low	high	high	High	Low	Low	High	Low	High	Mid	Mid
755	f	>23	first	B+	Central	highschool-mathsci	no	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
756	f	23-28	completed	C+	Central	highschool-art	yes	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
757	f	29-34	completed	B	South	highvocational	no	high	low	high	high	low	Low	High	Low	High	Mid	Mid	Mid	Mid
758	m	29-34	completed	B	NorthEast	highschool-mathsci	no	high	mid	mid	mid	high	Mid	Mid	High	Low	Mid	Mid	Low	High
759	m	23-28	completed	C+	South	highschool-art	yes	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
760	f	29-34	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Low	High	Low	High	Mid	Mid
761	f	35+	completed	B	South	highschool-mathsci	no	high	mid	low	mid	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
762	f	29-34	completed	C+	Central	highvocational	no	low	high	low	mid	low	Low	High	Mid	Mid	Low	High	Mid	Mid
763	f	>23	forth	B	NorthEast	highschool-mathsci	no	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
764	m	35+	completed	B	Central	highschool-mathsci	no	low	high	high	low	low	Low	High	High	Low	Low	High	Low	High
765	LGBT	>23	completed	B	Central	highschool-mathsci	no	high	mid	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
766	m	23-28	completed	C	South	highschool-art	yes	high	high	high	high	high	High	Low	Mid	Mid	Low	High	Mid	Mid
767	f	23-28	completed	B+	NorthEast	highschool-mathsci	no	low	low	low	mid	low	High	Low	High	Low	High	Low	Mid	Mid
768	f	35+	completed	B+	Central	highvocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
769	f	35+	completed	C	East	highschool-art	yes	high	low	mid	mid	mid	High	Low	Mid	Mid	Low	High	High	Low
770	f	35+	completed	C+	East	highschool-mathsci	no	low	high	low	mid	mid	Low	High	High	Low	Low	High	High	Low
771	f	23-28	completed	B+	Central	highschool-mathsci	no	mid	mid	mid	mid	high	Low	High	High	Low	Mid	Mid	Mid	Mid
772	f	23-28	completed	C+	South	highschool-mathsci	yes	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
773	m	35+	completed	C	West	highschool-mathsci	no	mid	high	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
774	f	35+	completed	B+	Central	highschool-mathsci	no	high	low	mid	mid	high	Mid	Mid	High	Low	Mid	Mid	High	Low
775	f	23-28	completed	B+	NorthEast	highschool-mathsci	no	mid	mid	high	mid	high	High	Low	Low	High	High	Low	Mid	Mid
776	f	23-28	completed	B+	East	highschool-mathsci	no	high	low	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
777	f	>23	completed	B	North	highschool-mathsci	no	mid	high	high	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
778	m	35+	completed	B	NorthEast	highschool-mathsci	yes	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
779	m	35+	completed	B	NorthEast	highschool-mathsci	yes	high	high	mid	high	mid	High	Low	High	Low	High	Low	High	Low
780	f	29-34	completed	C+	South	vocational	no	mid	high	high	mid	high	Mid	Mid	High	Low	High	Low	Mid	Mid
781	LGBT	29-34	completed	C+	Central	highschool-mathsci	yes	high	low	mid	mid	high	High	Low	Mid	Mid	Low	High	Mid	Mid
782	m	29-34	completed	C+	Central	highschool-mathsci	yes	mid	low	high	high	high	High	Low	High	Low	Low	High	High	Low
783	f	29-34	completed	B+	NorthEast	highschool-art	yes	mid	high	low	mid	high	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
784	LGBT	29-34	completed	C+	North	highschool-mathsci	no	low	high	mid	mid	high	Mid	Mid	Low	High	Low	High	Mid	Mid
785	f	35+	completed	C+	North	highschool-art	yes	high	low	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
786	f	23-28	completed	C+	South	highschool-mathsci	no	low	high	high	high	mid	Low	High	Mid	Mid	Low	High	Low	High
787	f	29-34	completed	C+	NorthEast	highschool-mathsci	yes	mid	high	high	mid	high	High	Low	Mid	Mid	Mid	Mid	Low	High
788	f	23-28	forth	B	North	highschool-mathsci	yes	high	mid	mid	high	high	Low	High	Low	High	Low	High	Mid	Mid
789	m	23-28	completed	B	Central	highschool-mathsci	no	high	mid	mid	low	high	Mid	Mid	Low	High	Low	High	Low	High
790	f	35+	completed	C+	Central	highschool-art	no	mid	high	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	Low	High
791	f	23-28	completed	B	Central	highschool-art	yes	mid	low	mid	mid	high	Mid	Mid	Mid	Mid	Low	High	Low	High
792	m	23-28	completed	C+	Central	highschool-mathsci	yes	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
793	f	29-34	completed	B	South	highschool-art	yes	high	mid	high	high	high	High	Low	Low	High	Mid	Mid	Low	High
794	f	35+	completed	B	Central	highvocational	no	high	high	high	high	high	Low	High	High	Low	Low	High	Mid	Mid
795	LGBT	23-28	completed	B	Central	highschool-art	yes	mid	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
796	f	29-34	completed	B+	South	highschool-mathsci	no	mid	low	mid	mid	low	Low	High	Low	High	Low	High	High	Low
797	m	23-28	completed	B	South	highschool-mathsci	no	high	low	low	high	high	Low	High	Low	High	Mid	Mid	Low	High
798	m	>23	forth	B	Central	highschool-art	yes	mid	mid	mid	high	high	Low	High	Low	High	Low	High	Low	High
799	f	23-28	completed	C	NorthEast	highschool-mathsci	no	mid	high	high	high	mid	Low	High	High	Low	Mid	Mid	Low	High
800	f	23-28	completed	C	Central	highschool-art	yes	low	mid	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
801	f	35+	completed	C+	East	highvocational	yes	mid	high	high	high	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
802	f	35+	completed	C+	Central	highschool-mathsci	no	mid	low	low	mid	high	Low	High	Mid	Mid	Low	High	Low	High
803	f	23-28	completed	C+	Central	highschool-mathsci	no	mid	high	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	Low	High
804	LGBT	23-28	completed	B	NorthEast	highschool-art	no	mid	mid	mid	mid	mid	High	Low	Low	High	Low	High	Low	High
805	f	29-34	completed	B	Central	highschool-art	no	high	mid	high	mid	mid	Low	High	Low	High	Low	High	Mid	Mid
806	m	>23	completed	B	North	highschool-mathsci	no	mid	low	high	high	low	Low	High	Low	High	High	Low	Low	High
807	m	29-34	completed	C+	West	highschool-mathsci	no	high	low	high	high	high	Mid	Mid	Low	High	Low	High	Low	High
808	f	35+	completed	C	Central	highschool-mathsci	no	high	mid	mid	high	high	High	Low	Low	High	Mid	Mid	High	Low
809	m	29-34	completed	B+	Central	highschool-mathsci	no	high	low	high	high	high	Low	High	Low	High	Low	High	Mid	Mid
810	f	35+	completed	B+	NorthEast	highschool-mathsci	no	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
811	m	>23	completed	C+	Central	highschool-mathsci	no	high	high	mid	high	high	Low	High	Mid	Mid	Mid	Mid	High	Low
812	LGBT	23-28	completed	B+	Central	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Low	High	Low	High	Low	High
813	f	29-34	completed	C	Central	highschool-mathsci	no	high	high	high	high	high	Low	High	Mid	Mid	Low	High	High	Low
814	f	35+	completed	B+	Central	highschool-mathsci	yes	high	high	high	mid	high	Low	High	High	Low	Mid	Mid	High	Low
815	f	35+	completed	C	Central	highschool-mathsci	no	low	mid	high	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
816	m	23-28	completed	B	NorthEast	highschool-mathsci	no	high	low	mid	mid	mid	High	Low	Mid	Mid	High	Low	High	Low
817	f	35+	completed	C	South	highvocational	no	high	low	high	high	high	Mid	Mid	Low	High	High	Low	Mid	Mid
818	f	35+	completed	B	Central	highschool-mathsci	yes	high	high	high	mid	high	High	Low	Mid	Mid	Low	High	Mid	Mid
819	f	35+	completed	B	South	highschool-mathsci	yes	high	low	high	high	low	Low	High	Low	High	Low	High	Low	High
820	f	>23	first	B+	Central	highvocational	yes	high	high	mid	mid	high	Mid	Mid	High	Low	Low	High	Low	High
821	f	>23	first	B	West	highvocational	yes	high	mid	mid	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
822	LGBT	29-34	completed	C	Central	highschool-mathsci	no	high	high	high	low	high	High	Low	Low	High	High	Low	Mid	Mid
823	f	35+	completed	B	Central	highvocational	yes	high	mid	high	high	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
824	LGBT	35+	completed	C+	NorthEast	highschool-art	no	high	low	mid	mid	mid	Low	High	Low	High	Low	High	Mid	Mid
825	LGBT	23-28	completed	B+	South	highschool-art	yes	mid	mid	high	high	mid	Low	High	Mid	Mid	High	Low	Low	High
826	f	29-34	completed	B	North	highschool-art	no	high	high	high	high	low	Low	High	Mid	Mid	Low	High	Mid	Mid
827	f	>23	forth	B	Central	highschool-mathsci	yes	high	mid	high	high	mid	High	Low	Low	High	High	Low	Low	High
828	f	23-28	completed	B	Central	highschool-mathsci	no	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
829	f	29-34	completed	B	Central	highschool-mathsci	yes	high	mid	high	mid	high	High	Low	Low	High	Mid	Mid	Mid	Mid
830	f	35+	completed	A	North	highschool-art	yes	high	mid	high	mid	high	Low	High	Low	High	Mid	Mid	Mid	Mid
831	f	23-28	completed	C	Central	highschool-mathsci	yes	high	low	high	mid	low	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
832	m	23-28	completed	B	South	highschool-mathsci	no	mid	high	high	high	high	High	Low	Low	High	Low	High	High	Low
833	LGBT	23-28	forth	B	North	highschool-art	no	mid	low	mid	mid	mid	Low	High	Low	High	High	Low	Mid	Mid
834	f	23-28	completed	C	South	highschool-art	no	high	low	high	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
835	f	23-28	completed	C	South	highschool-mathsci	no	mid	mid	high	high	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
836	m	29-34	completed	B	Central	highschool-mathsci	no	high	low	low	mid	high	High	Low	Low	High	Mid	Mid	Mid	Mid
837	f	35+	completed	C+	Central	highvocational	no	high	mid	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
838	f	23-28	completed	B	North	highschool-mathsci	no	mid	mid	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
839	f	35+	completed	B+	South	highschool-mathsci	yes	high	low	high	high	high	High	Low	Mid	Mid	Mid	Mid	Low	High
840	f	35+	completed	B	Central	highschool-mathsci	yes	high	low	mid	mid	mid	High	Low	Low	High	High	Low	Mid	Mid
841	f	29-34	completed	C+	North	highschool-mathsci	yes	mid	high	mid	mid	mid	Low	High	Low	High	Mid	Mid	High	Low
842	f	23-28	completed	C+	Central	highschool-mathsci	no	high	mid	low	high	high	Mid	Mid	High	Low	Mid	Mid	High	Low
843	LGBT	29-34	completed	B	NorthEast	highschool-mathsci	no	mid	high	high	high	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
844	m	35+	completed	C+	Central	highschool-mathsci	no	mid	high	high	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
845	f	29-34	completed	B	Central	highschool-mathsci	no	mid	low	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
846	f	>23	completed	C	Central	highschool-mathsci	yes	mid	high	high	high	low	High	Low	High	Low	High	Low	Mid	Mid
847	f	29-34	completed	C+	NorthEast	highvocational	yes	mid	mid	mid	mid	high	Mid	Mid	Low	High	Low	High	Mid	Mid
848	f	29-34	completed	C+	South	highschool-art	yes	high	high	high	high	high	Mid	Mid	High	Low	Low	High	Low	High
849	m	35+	completed	B	East	highschool-mathsci	no	high	high	high	high	high	High	Low	High	Low	Mid	Mid	High	Low
850	LGBT	29-34	completed	B	Central	highschool-mathsci	yes	mid	low	low	low	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
851	m	29-34	completed	B	Central	highschool-mathsci	no	high	high	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
852	m	>23	first	B+	West	highschool-art	yes	high	high	high	high	high	Mid	Mid	Low	Low	Mid	Mid	Low	Mid
853	f	>23	first	B+	Central	highschool-mathsci	no	mid	mid	low	mid	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
854	f	>23	first	B	Central	highschool-mathsci	yes	high	mid	mid	mid	mid	Mid	Mid	High	High	Mid	Mid	Mid	Mid
855	f	>23	first	C	Central	highschool-mathsci	no	low	mid	low	high	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
856	f	>23	first	C+	Central	highschool-art	yes	mid	high	mid	mid	mid	Low	Mid	Low	Low	Mid	Mid	Mid	Mid
857	f	>23	first	B	North	highschool-mathsci	yes	mid	high	mid	mid	high	Mid	Mid	Low	Low	Mid	Mid	Low	High
858	f	>23	second	B	Central	highschool-mathsci	yes	low	low	mid	mid	high	Mid	Mid	Mid	Mid	Low	Mid	Mid	Mid
859	LGBT	>23	first	C	Central	highschool-mathsci	yes	mid	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Low
860	f	>23	second	B	Central	highschool-mathsci	no	high	low	high	mid	mid	Low	Mid	Mid	Mid	Mid	Mid	Low	Mid
861	f	>23	first	C+	North	highschool-art	yes	mid	high	high	high	mid	Mid	Low	Mid	Mid	Mid	Mid	Low	Mid
862	f	>23	first	B	North	vocational	no	high	mid	high	high	high	Low	High	Low	Low	Mid	Mid	Low	Mid
863	f	>23	third	B	NorthEast	highvocational	yes	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
864	m	>23	first	B	NorthEast	non-formal	no	high	low	mid	high	high	Mid	Low	Mid	Mid	Mid	Mid	Mid	Mid
865	f	>23	second	C	West	highschool-art	no	mid	mid	mid	mid	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
866	m	>23	second	C+	South	vocational	no	mid	high	mid	mid	mid	Low	High	Low	Low	Low	Mid	Mid	Mid
867	f	>23	first	B+	Central	highschool-art	yes	mid	high	high	high	high	Mid	Low	Mid	Mid	Mid	Mid	High	Low
868	f	>23	first	B+	Central	highschool-art	yes	mid	high	high	high	high	Mid	Low	Mid	Mid	Mid	Mid	High	Low
869	m	>23	first	C	South	non-formal	no	mid	low	mid	high	high	Mid	Mid	Mid	Mid	Low	Mid	Mid	Mid
870	m	>23	first	B	South	highschool-mathsci	no	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
871	f	>23	second	B+	East	highschool-mathsci	yes	mid	high	mid	mid	high	Low	High	Mid	Mid	High	Low	Mid	Mid
872	f	>23	first	C+	Central	highschool-art	yes	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	Mid
873	m	>23	first	C	Central	highschool-art	yes	mid	mid	high	high	high	Mid	Low	Mid	Mid	Low	Mid	Mid	Mid
874	m	>23	first	B+	Central	vocational	yes	high	mid	mid	high	high	Mid	Low	Low	Low	Low	Mid	Low	Mid
875	m	>23	second	C	West	highschool-art	no	mid	mid	mid	mid	mid	Low	Mid	Mid	Mid	Low	Mid	Low	High
876	f	>23	first	B+	North	highschool-art	no	mid	mid	high	high	high	Mid	Low	Low	Low	Mid	Mid	Mid	Low
877	f	>23	forth	B	Central	highschool-art	no	mid	high	mid	mid	mid	Low	Mid	Mid	Mid	Low	Mid	Mid	Mid
878	f	>23	first	C+	Central	vocational	no	mid	mid	low	mid	high	Mid	Low	Mid	Mid	Low	High	Mid	Mid
879	m	>23	first	C+	Central	highschool-art	yes	high	mid	mid	high	high	Mid	Mid	Low	Low	Low	High	Low	High
880	m	>23	completed	B	Central	highschool-art	yes	high	low	low	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
881	f	>23	forth	B+	Central	highschool-mathsci	yes	high	mid	mid	high	high	High	Low	High	High	Low	High	Mid	Mid
882	f	>23	first	C	East	highschool-mathsci	yes	mid	high	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
883	m	>23	forth	B	Central	highschool-art	yes	mid	low	low	mid	low	High	Low	Mid	Mid	Mid	Mid	Low	High
884	f	>23	first	B	Central	vocational	no	mid	mid	high	high	high	Low	Mid	Mid	Mid	Mid	Mid	Low	Mid
885	m	>23	first	B+	Central	vocational	no	high	high	high	high	high	Mid	Mid	Low	Low	Mid	Mid	High	Low
886	m	>23	second	B+	West	highschool-art	no	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
887	m	>23	second	C+	West	highschool-mathsci	yes	low	mid	high	high	high	High	Low	Low	Low	Mid	Mid	Low	Mid
888	m	>23	forth	B	Central	highschool-art	yes	mid	high	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
889	m	>23	first	C	Central	highschool-mathsci	no	mid	mid	high	mid	high	Mid	Mid	Low	Low	Mid	Mid	Low	High
890	f	>23	second	B+	Central	highschool-mathsci	no	high	high	mid	high	mid	Low	High	Mid	Mid	Mid	Low	Mid	Mid
