Gender	Age	major	year	gpax	Region	previous-edu	uni-activity	influ-major	influ-people	influ-wellknown	influ-quality	influ-careermarket	E	I	S	N	T	F	J	P
f	>23	Engineer & Industrial	second	C	Central	highschool-mathsci	no	mid	low	mid	high	high	Low	High	Mid	Mid	Low	High	Low	High
m	>23	Engineer & Industrial	first	C+	NorthEast	highschool-mathsci	yes	high	low	mid	high	high	High	Low	Mid	Mid	Low	High	Low	High
f	29-34	Health 	completed	B	Central	highschool-mathsci	no	high	low	high	mid	mid	High	Low	Mid	Mid	High	Low	High	Low
f	>23	Arts & Humanities	first	C	South	highschool-mathsci	yes	high	mid	high	high	high	Low	High	Low	High	High	Low	Low	High
f	>23	Engineer & Industrial	second	C+	Central	highschool-mathsci	no	high	high	mid	mid	high	Low	High	Mid	Mid	Low	High	Low	High
f	>23	Engineer & Industrial	second	A	Central	highschool-mathsci	no	mid	high	mid	high	high	Low	High	Mid	Mid	Low	High	Mid	Mid
m	>23	Engineer & Industrial	first	B+	Central	highschool-mathsci	yes	low	mid	high	mid	mid	Low	High	Low	High	High	Low	High	Low
f	>23	Engineer & Industrial	second	C+	NorthEast	highschool-mathsci	no	high	low	high	mid	high	High	Low	Low	High	High	Low	Mid	Mid
m	>23	Engineer & Industrial	first	B+	North	highschool-mathsci	no	high	low	mid	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
f	>23	Engineer & Industrial	first	C	Central	highschool-mathsci	yes	high	mid	mid	mid	mid	High	Low	Low	High	Low	High	Mid	Mid
f	>23	Engineer & Industrial	first	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	mid	Low	High	Low	High	Mid	Mid	Mid	Mid
m	35+	Engineer & Industrial	completed	C+	South	bachelor	no	high	low	high	high	high	Low	High	Mid	Mid	High	Low	High	Low
m	>23	Engineer & Industrial	first	C+	East	highschool-mathsci	yes	high	mid	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Low	High
LGBT	>23	Engineer & Industrial	first	C+	East	highschool-mathsci	yes	high	high	high	mid	high	Mid	Mid	Low	High	High	Low	Mid	Mid
m	>23	Engineer & Industrial	second	B	Central	highschool-mathsci	yes	mid	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
f	>23	Engineer & Industrial	first	B	South	highschool-mathsci	yes	mid	mid	mid	mid	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
f	23-28	Business and Law	completed	B+	Central	vocational	yes	high	mid	high	high	high	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
f	23-28	Engineer & Industrial	second	C+	NorthEast	non-formal	no	mid	high	mid	high	high	Low	High	High	Low	Mid	Mid	Mid	Mid
m	>23	Engineer & Industrial	first	C+	NorthEast	highschool-mathsci	no	mid	high	high	mid	high	Mid	Mid	Mid	Mid	Low	High	High	Low
f	23-28	Social sciences & Journal	completed	B	South	vocational	yes	high	mid	mid	mid	high	High	Low	Mid	Mid	Low	High	Mid	Mid
m	35+	Social sciences & Journal	forth	C	Central	bachelor	no	low	low	high	high	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
f	23-28	Education	first	C	Central	highschool-mathsci	no	mid	high	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
m	23-28	Health 	completed	B	NorthEast	highschool-mathsci	no	low	high	mid	mid	high	High	Low	Low	High	Low	High	Mid	Mid
m	23-28	Social sciences & Journal	completed	B	Central	highschool-art	yes	mid	high	mid	mid	low	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
m	35+	Social sciences & Journal	completed	C	NorthEast	highschool-mathsci	no	high	low	high	mid	mid	High	Low	Mid	Mid	Low	High	Mid	Mid
f	>23	Social sciences & Journal	completed	B	Central	vocational	yes	high	mid	mid	mid	high	High	Low	Low	High	High	Low	Low	High
f	>23	Sciences & Maths	forth	B	NorthEast	highschool-mathsci	yes	mid	high	mid	high	mid	High	Low	High	Low	Mid	Mid	Low	High
m	23-28	Social sciences & Journal	completed	B	Central	highvocational	yes	mid	low	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Social sciences & Journal	completed	B+	Central	highschool-art	no	mid	low	mid	mid	mid	Low	High	Low	High	Low	High	Mid	Mid
m	>23	Social sciences & Journal	forth	B	Central	highschool-art	yes	mid	low	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
f	23-28	Social sciences & Journal	completed	B+	Central	highschool-mathsci	yes	high	low	low	high	high	High	Low	Low	High	Mid	Mid	High	Low
m	23-28	Business and Law	completed	B	North	highschool-art	no	high	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Low	High
m	23-28	Business and Law	completed	B	South	highschool-art	yes	high	mid	mid	high	high	High	Low	Low	High	Low	High	Mid	Mid
f	23-28	Business and Law	completed	B+	Central	highschool-mathsci	no	high	high	high	mid	mid	Mid	Mid	Mid	Mid	High	Low	High	Low
m	23-28	Business and Law	completed	B+	East	vocational	yes	high	low	low	low	low	Low	High	Mid	Mid	Low	High	Low	High
f	>23	Business and Law	completed	B+	Central	highschool-art	no	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
m	23-28	Business and Law	completed	B	Central	highschool-art	yes	high	high	mid	high	mid	High	Low	Mid	Mid	Low	High	High	Low
f	23-28	Business and Law	completed	B	Central	highvocational	yes	mid	low	mid	mid	mid	High	Low	Low	High	Low	High	Low	High
f	>23	Business and Law	completed	B	Central	highschool-art	yes	mid	low	mid	high	mid	High	Low	High	Low	Low	High	Low	High
f	23-28	Business and Law	completed	C+	Central	highschool-mathsci	yes	mid	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
m	23-28	Business and Law	completed	B+	Central	vocational	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
m	23-28	Business and Law	completed	B+	Central	highschool-art	no	high	mid	high	high	mid	High	Low	Low	High	High	Low	Mid	Mid
f	>23	Business and Law	forth	B	NorthEast	highschool-mathsci	yes	mid	high	high	high	mid	High	Low	Low	High	Mid	Mid	Mid	Mid
f	23-28	Business and Law	completed	C+	South	highschool-art	yes	high	mid	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
m	29-34	Social sciences & Journal	completed	B+	South	highschool-mathsci	no	high	low	high	mid	low	High	Low	Mid	Mid	Mid	Mid	High	Low
f	23-28	Social sciences & Journal	completed	B	NorthEast	highschool-mathsci	yes	high	low	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
m	23-28	Social sciences & Journal	forth	C	South	highschool-art	yes	high	high	high	high	high	Mid	Mid	Low	High	Low	High	Mid	Mid
m	>23	Social sciences & Journal	third	B	Central	highschool-art	yes	mid	mid	mid	high	high	Mid	Mid	Low	High	Low	High	Low	High
m	>23	Social sciences & Journal	forth	B	Central	highschool-art	yes	mid	low	high	high	high	High	Low	Mid	Mid	Mid	Mid	Low	High
f	29-34	Business and Law	completed	B	Central	highschool-mathsci	yes	high	high	high	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
m	>23	Social sciences & Journal	completed	B	Central	vocational	no	mid	high	mid	mid	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
m	23-28	Social sciences & Journal	completed	B+	NorthEast	highschool-mathsci	yes	mid	low	low	mid	mid	High	Low	Low	High	Low	High	Low	High
f	>23	Social sciences & Journal	forth	B	NorthEast	highschool-art	yes	mid	high	mid	mid	mid	Mid	Mid	Low	High	Low	High	Low	High
f	23-28	Social sciences & Journal	completed	C	East	vocational	no	mid	low	mid	mid	low	Low	High	Low	High	Low	High	Low	High
m	35+	Sciences & Maths	completed	B	Central	highschool-mathsci	yes	high	low	high	high	low	Low	High	Mid	Mid	High	Low	Mid	Mid
f	>23	Business and Law	second	B	Central	highschool-art	no	mid	high	mid	mid	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	35+	Business and Law	completed	B	Central	highschool-mathsci	no	high	low	low	low	high	Low	High	Low	High	High	Low	Mid	Mid
f	35+	Education	completed	C+	North	highschool-mathsci	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
f	35+	Social sciences & Journal	completed	C+	North	highvocational	no	high	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
f	>23	Education	forth	C+	NorthEast	highschool-mathsci	yes	mid	mid	high	mid	low	High	Low	Mid	Mid	Low	High	Low	High
LGBT	29-34	Arts & Humanities	completed	C+	Central	vocational	yes	high	mid	mid	mid	mid	Low	High	Mid	Mid	Low	High	Low	High
f	23-28	Arts & Humanities	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	29-34	Health 	completed	B	North	highschool-mathsci	no	high	high	high	high	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
f	35+	Business and Law	completed	C	North	highvocational	no	low	low	mid	mid	mid	Low	High	Mid	Mid	Low	High	Low	High
m	29-34	Business and Law	forth	C+	South	highschool-mathsci	yes	mid	low	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
f	23-28	Sciences & Maths	completed	B	Central	highschool-mathsci	no	high	mid	mid	mid	low	Low	High	Mid	Mid	Mid	Mid	High	Low
f	35+	ICTs	completed	C+	South	highvocational	yes	mid	high	high	mid	high	High	Low	Mid	Mid	Low	High	Low	High
f	23-28	Social sciences & Journal	completed	B	Central	highschool-art	yes	high	mid	high	high	low	Low	High	Mid	Mid	High	Low	Mid	Mid
f	>23	Education	third	C+	NorthEast	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
m	29-34	Business and Law	completed	C	Central	highschool-mathsci	no	low	high	low	low	low	High	Low	Mid	Mid	High	Low	High	Low
f	>23	Arts & Humanities	forth	B	Central	highschool-mathsci	no	mid	high	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
f	35+	ICTs	completed	C	South	highvocational	yes	high	low	high	high	high	Mid	Mid	Low	High	High	Low	Mid	Mid
m	23-28	Sciences & Maths	completed	C+	Central	highschool-mathsci	yes	mid	low	mid	mid	low	Low	High	Low	High	Low	High	Mid	Mid
f	23-28	ICTs	completed	C	Central	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	29-34	Arts & Humanities	completed	B	Central	highschool-art	no	mid	high	mid	mid	low	Low	High	Low	High	Mid	Mid	Mid	Mid
LGBT	23-28	Business and Law	completed	B+	West	highschool-mathsci	yes	high	low	high	high	mid	Mid	Mid	Low	High	High	Low	Mid	Mid
f	35+	Sciences & Maths	completed	C	NorthEast	highschool-mathsci	yes	mid	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	High	Low
f	23-28	ICTs	completed	B	Central	highschool-mathsci	yes	low	low	high	high	high	Mid	Mid	Mid	Mid	High	Low	High	Low
f	29-34	Engineer & Industrial	completed	B+	North	highschool-mathsci	no	high	low	high	high	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
f	35+	Arts & Humanities	completed	B	Central	highschool-mathsci	no	high	low	high	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	29-34	Sciences & Maths	completed	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	low	Mid	Mid	High	Low	High	Low	Mid	Mid
m	35+	Education	completed	B	NorthEast	highschool-mathsci	no	mid	high	low	mid	mid	Low	High	High	Low	Low	High	Mid	Mid
f	29-34	Health 	completed	B+	Central	highschool-mathsci	yes	high	mid	mid	high	high	High	Low	Mid	Mid	High	Low	High	Low
f	29-34	Business and Law	completed	B+	Central	highschool-art	yes	mid	high	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
m	>23	Health 	second	B	NorthEast	highschool-mathsci	yes	high	low	high	high	low	High	Low	Mid	Mid	High	Low	High	Low
f	29-34	Education	completed	C+	South	highschool-art	no	mid	low	mid	high	high	High	Low	High	Low	Mid	Mid	High	Low
f	23-28	Business and Law	completed	C+	NorthEast	highschool-mathsci	no	high	low	high	high	high	Low	High	Mid	Mid	Low	High	Mid	Mid
m	23-28	ICTs	completed	C+	North	highschool-art	no	mid	low	mid	high	mid	Low	High	High	Low	High	Low	Low	High
m	>23	Health 	completed	B+	South	highschool-mathsci	no	mid	low	mid	mid	low	Low	High	High	Low	Low	High	Low	High
LGBT	>23	Health 	completed	B	North	highschool-mathsci	yes	mid	high	mid	high	low	High	Low	Low	High	Low	High	Low	High
m	23-28	Arts & Humanities	completed	B+	NorthEast	highschool-mathsci	yes	high	low	low	high	high	High	Low	Low	High	Low	High	Mid	Mid
f	>23	Education	first	B+	Central	highschool-mathsci	no	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	23-28	Social sciences & Journal	completed	C+	Central	highschool-art	yes	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
f	29-34	Business and Law	completed	B	South	highvocational	no	high	low	high	high	low	Low	High	Low	High	Mid	Mid	Mid	Mid
m	29-34	Engineer & Industrial	completed	B	NorthEast	highschool-mathsci	no	high	mid	mid	mid	high	Mid	Mid	High	Low	Mid	Mid	Low	High
m	23-28	Social sciences & Journal	completed	C+	South	highschool-art	yes	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
f	29-34	ICTs	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Low	High	Low	High	Mid	Mid
f	35+	Education	completed	B	South	highschool-mathsci	no	high	mid	low	mid	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
f	29-34	ICTs	completed	C+	Central	highvocational	no	low	high	low	mid	low	Low	High	Mid	Mid	Low	High	Mid	Mid
f	>23	Education	forth	B	NorthEast	highschool-mathsci	no	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
m	35+	Business and Law	completed	B	Central	highschool-mathsci	no	low	high	high	low	low	Low	High	High	Low	Low	High	Low	High
LGBT	>23	Sciences & Maths	completed	B	Central	highschool-mathsci	no	high	mid	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
m	23-28	Arts & Humanities	completed	C	South	highschool-art	yes	high	high	high	high	high	High	Low	Mid	Mid	Low	High	Mid	Mid
f	23-28	Health 	completed	B+	NorthEast	highschool-mathsci	no	low	low	low	mid	low	High	Low	High	Low	High	Low	Mid	Mid
f	35+	ICTs	completed	B+	Central	highvocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	35+	Social sciences & Journal	completed	C	East	highschool-art	yes	high	low	mid	mid	mid	High	Low	Mid	Mid	Low	High	High	Low
f	35+	Sciences & Maths	completed	C+	East	highschool-mathsci	no	low	high	low	mid	mid	Low	High	High	Low	Low	High	High	Low
f	23-28	Health 	completed	B+	Central	highschool-mathsci	no	mid	mid	mid	mid	high	Low	High	High	Low	Mid	Mid	Mid	Mid
f	23-28	Education	completed	C+	South	highschool-mathsci	yes	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
m	35+	Sciences & Maths	completed	C	West	highschool-mathsci	no	mid	high	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
f	35+	Sciences & Maths	completed	B+	Central	highschool-mathsci	no	high	low	mid	mid	high	Mid	Mid	High	Low	Mid	Mid	High	Low
f	23-28	Engineer & Industrial	completed	B+	NorthEast	highschool-mathsci	no	mid	mid	high	mid	high	High	Low	Low	High	High	Low	Mid	Mid
f	23-28	Engineer & Industrial	completed	B+	East	highschool-mathsci	no	high	low	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
f	>23	Health 	completed	B	North	highschool-mathsci	no	mid	high	high	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
m	35+	Sciences & Maths	completed	B	NorthEast	highschool-mathsci	yes	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
m	35+	Sciences & Maths	completed	B	NorthEast	highschool-mathsci	yes	high	high	mid	high	mid	High	Low	High	Low	High	Low	High	Low
f	29-34	Business and Law	completed	C+	South	vocational	no	mid	high	high	mid	high	Mid	Mid	High	Low	High	Low	Mid	Mid
LGBT	29-34	Sciences & Maths	completed	C+	Central	highschool-mathsci	yes	high	low	mid	mid	high	High	Low	Mid	Mid	Low	High	Mid	Mid
m	29-34	Social sciences & Journal	completed	C+	Central	highschool-mathsci	yes	mid	low	high	high	high	High	Low	High	Low	Low	High	High	Low
f	29-34	Arts & Humanities	completed	B+	NorthEast	highschool-art	yes	mid	high	low	mid	high	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
LGBT	29-34	Health 	completed	C+	North	highschool-mathsci	no	low	high	mid	mid	high	Mid	Mid	Low	High	Low	High	Mid	Mid
f	35+	Health 	completed	C+	North	highschool-art	yes	high	low	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	23-28	Social sciences & Journal	completed	C+	South	highschool-mathsci	no	low	high	high	high	mid	Low	High	Mid	Mid	Low	High	Low	High
f	29-34	Health 	completed	C+	NorthEast	highschool-mathsci	yes	mid	high	high	mid	high	High	Low	Mid	Mid	Mid	Mid	Low	High
f	23-28	Sciences & Maths	forth	B	North	highschool-mathsci	yes	high	mid	mid	high	high	Low	High	Low	High	Low	High	Mid	Mid
m	23-28	Engineer & Industrial	completed	B	Central	highschool-mathsci	no	high	mid	mid	low	high	Mid	Mid	Low	High	Low	High	Low	High
f	35+	Arts & Humanities	completed	C+	Central	highschool-art	no	mid	high	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	Low	High
f	23-28	Business and Law	completed	B	Central	highschool-art	yes	mid	low	mid	mid	high	Mid	Mid	Mid	Mid	Low	High	Low	High
m	23-28	Engineer & Industrial	completed	C+	Central	highschool-mathsci	yes	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	29-34	Arts & Humanities	completed	B	South	highschool-art	yes	high	mid	high	high	high	High	Low	Low	High	Mid	Mid	Low	High
f	35+	Business and Law	completed	B	Central	highvocational	no	high	high	high	high	high	Low	High	High	Low	Low	High	Mid	Mid
LGBT	23-28	Business and Law	completed	B	Central	highschool-art	yes	mid	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
f	29-34	Health 	completed	B+	South	highschool-mathsci	no	mid	low	mid	mid	low	Low	High	Low	High	Low	High	High	Low
m	23-28	ICTs	completed	B	South	highschool-mathsci	no	high	low	low	high	high	Low	High	Low	High	Mid	Mid	Low	High
m	>23	Business and Law	forth	B	Central	highschool-art	yes	mid	mid	mid	high	high	Low	High	Low	High	Low	High	Low	High
f	23-28	Health 	completed	C	NorthEast	highschool-mathsci	no	mid	high	high	high	mid	Low	High	High	Low	Mid	Mid	Low	High
f	23-28	Arts & Humanities	completed	C	Central	highschool-art	yes	low	mid	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
f	35+	Business and Law	completed	C+	East	highvocational	yes	mid	high	high	high	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
f	35+	Engineer & Industrial	completed	C+	Central	highschool-mathsci	no	mid	low	low	mid	high	Low	High	Mid	Mid	Low	High	Low	High
f	23-28	Sciences & Maths	completed	C+	Central	highschool-mathsci	no	mid	high	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	Low	High
LGBT	23-28	Social sciences & Journal	completed	B	NorthEast	highschool-art	no	mid	mid	mid	mid	mid	High	Low	Low	High	Low	High	Low	High
f	29-34	Social sciences & Journal	completed	B	Central	highschool-art	no	high	mid	high	mid	mid	Low	High	Low	High	Low	High	Mid	Mid
m	>23	Sciences & Maths	completed	B	North	highschool-mathsci	no	mid	low	high	high	low	Low	High	Low	High	High	Low	Low	High
m	29-34	Business and Law	completed	C+	West	highschool-mathsci	no	high	low	high	high	high	Mid	Mid	Low	High	Low	High	Low	High
f	35+	Education	completed	C	Central	highschool-mathsci	no	high	mid	mid	high	high	High	Low	Low	High	Mid	Mid	High	Low
m	29-34	Sciences & Maths	completed	B+	Central	highschool-mathsci	no	high	low	high	high	high	Low	High	Low	High	Low	High	Mid	Mid
f	35+	Education	completed	B+	NorthEast	highschool-mathsci	no	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
m	>23	Health 	completed	C+	Central	highschool-mathsci	no	high	high	mid	high	high	Low	High	Mid	Mid	Mid	Mid	High	Low
LGBT	23-28	Sciences & Maths	completed	B+	Central	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Low	High	Low	High	Low	High
f	29-34	Engineer & Industrial	completed	C	Central	highschool-mathsci	no	high	high	high	high	high	Low	High	Mid	Mid	Low	High	High	Low
f	35+	Health 	completed	B+	Central	highschool-mathsci	yes	high	high	high	mid	high	Low	High	High	Low	Mid	Mid	High	Low
f	35+	Sciences & Maths	completed	C	Central	highschool-mathsci	no	low	mid	high	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
m	23-28	Engineer & Industrial	completed	B	NorthEast	highschool-mathsci	no	high	low	mid	mid	mid	High	Low	Mid	Mid	High	Low	High	Low
f	35+	ICTs	completed	C	South	highvocational	no	high	low	high	high	high	Mid	Mid	Low	High	High	Low	Mid	Mid
f	35+	Health 	completed	B	Central	highschool-mathsci	yes	high	high	high	mid	high	High	Low	Mid	Mid	Low	High	Mid	Mid
f	35+	Arts & Humanities	completed	B	South	highschool-mathsci	yes	high	low	high	high	low	Low	High	Low	High	Low	High	Low	High
f	>23	Business and Law	first	B+	Central	highvocational	yes	high	high	mid	mid	high	Mid	Mid	High	Low	Low	High	Low	High
f	>23	Business and Law	first	B	West	highvocational	yes	high	mid	mid	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
LGBT	29-34	Health 	completed	C	Central	highschool-mathsci	no	high	high	high	low	high	High	Low	Low	High	High	Low	Mid	Mid
f	35+	Arts & Humanities	completed	B	Central	highvocational	yes	high	mid	high	high	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
LGBT	35+	Arts & Humanities	completed	C+	NorthEast	highschool-art	no	high	low	mid	mid	mid	Low	High	Low	High	Low	High	Mid	Mid
LGBT	23-28	Engineer & Industrial	completed	B+	South	highschool-art	yes	mid	mid	high	high	mid	Low	High	Mid	Mid	High	Low	Low	High
f	29-34	Arts & Humanities	completed	B	North	highschool-art	no	high	high	high	high	low	Low	High	Mid	Mid	Low	High	Mid	Mid
f	>23	Arts & Humanities	forth	B	Central	highschool-mathsci	yes	high	mid	high	high	mid	High	Low	Low	High	High	Low	Low	High
f	23-28	Engineer & Industrial	completed	B	Central	highschool-mathsci	no	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	29-34	Arts & Humanities	completed	B	Central	highschool-mathsci	yes	high	mid	high	mid	high	High	Low	Low	High	Mid	Mid	Mid	Mid
f	35+	Arts & Humanities	completed	A	North	highschool-art	yes	high	mid	high	mid	high	Low	High	Low	High	Mid	Mid	Mid	Mid
f	23-28	Sciences & Maths	completed	C	Central	highschool-mathsci	yes	high	low	high	mid	low	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
m	23-28	Sciences & Maths	completed	B	South	highschool-mathsci	no	mid	high	high	high	high	High	Low	Low	High	Low	High	High	Low
LGBT	23-28	Social sciences & Journal	forth	B	North	highschool-art	no	mid	low	mid	mid	mid	Low	High	Low	High	High	Low	Mid	Mid
f	23-28	Arts & Humanities	completed	C	South	highschool-art	no	high	low	high	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
f	23-28	Sciences & Maths	completed	C	South	highschool-mathsci	no	mid	mid	high	high	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
m	29-34	ICTs	completed	B	Central	highschool-mathsci	no	high	low	low	mid	high	High	Low	Low	High	Mid	Mid	Mid	Mid
f	35+	Education	completed	C+	Central	highvocational	no	high	mid	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
