sex,Age,major group3,year,gpax,Region,previous-edu,uni-activity,influ-major,influ-people,influ-wellknown,influ-quality,influ-careermarket,TYPE
f,>23,Health ,completed,B,Central,highschool-mathsci,no,mid,high,mid,high,mid,ESTP
f,29-34,Health ,completed,C+,Central,highschool-mathsci,yes,low,low,mid,mid,mid,ENFJ
f,>23,Health ,forth,B+,Central,highschool-mathsci,yes,high,mid,mid,high,mid,ENFJ
m,23-28,Health ,completed,C+,Central,highschool-mathsci,yes,high,mid,low,mid,mid,ESFP
m,29-34,Health ,completed,B,Central,highschool-mathsci,no,mid,high,high,high,high,ESTJ
f,29-34,Health ,completed,B,Central,highschool-mathsci,no,high,low,high,mid,mid,ENTJ
m,23-28,Health ,completed,B,NorthEast,highschool-mathsci,no,low,high,mid,mid,high,ENFP
f,29-34,Health ,completed,B,North,highschool-mathsci,no,high,high,high,high,high,INTP
f,29-34,Health ,completed,B+,Central,highschool-mathsci,yes,high,mid,mid,high,high,ENTJ
m,>23,Health ,second,B,NorthEast,highschool-mathsci,yes,high,low,high,high,low,ENTJ
m,>23,Health ,completed,B+,South,highschool-mathsci,no,mid,low,mid,mid,low,ISFP
LGBT,>23,Health ,completed,B,North,highschool-mathsci,yes,mid,high,mid,high,low,ENFP
f,23-28,Health ,completed,B+,NorthEast,highschool-mathsci,no,low,low,low,mid,low,ESTP
f,23-28,Health ,completed,B+,Central,highschool-mathsci,no,mid,mid,mid,mid,high,ISTP
f,>23,Health ,completed,B,North,highschool-mathsci,no,mid,high,high,high,high,ENFP
LGBT,29-34,Health ,completed,C+,North,highschool-mathsci,no,low,high,mid,mid,high,ENFJ
f,35+,Health ,completed,C+,North,highschool-art,yes,high,low,high,high,high,ESFP
f,29-34,Health ,completed,C+,NorthEast,highschool-mathsci,yes,mid,high,high,mid,high,ESFP
f,29-34,Health ,completed,B+,South,highschool-mathsci,no,mid,low,mid,mid,low,INFJ
f,23-28,Health ,completed,C,NorthEast,highschool-mathsci,no,mid,high,high,high,mid,ISFP
m,>23,Health ,completed,C+,Central,highschool-mathsci,no,high,high,mid,high,high,ISTJ
f,35+,Health ,completed,B+,Central,highschool-mathsci,yes,high,high,high,mid,high,ISTJ
f,35+,Health ,completed,B,Central,highschool-mathsci,yes,high,high,high,mid,high,ENFP
LGBT,29-34,Health ,completed,C,Central,highschool-mathsci,no,high,high,high,low,high,ENTJ
f,23-28,Health ,completed,B,North,highschool-mathsci,no,mid,mid,mid,high,mid,ESFJ
f,29-34,Health ,completed,C+,North,highschool-mathsci,yes,mid,high,mid,mid,mid,INTJ
LGBT,29-34,Health ,completed,B,NorthEast,highschool-mathsci,no,mid,high,high,high,high,ISTP
f,29-34,Health ,completed,B,Central,highschool-mathsci,no,mid,low,mid,mid,high,ESFJ
f,>23,Health ,completed,C,Central,highschool-mathsci,yes,mid,high,high,high,low,ESTJ
m,35+,Health ,completed,B,East,highschool-mathsci,no,high,high,high,high,high,ESTJ
f,>23,Health ,second,B,North,vocational,no,mid,mid,mid,mid,mid,ENFP
f,>23,Health ,second,B,North,vocational,no,mid,mid,mid,mid,mid,ENFP
f,23-28,Health ,forth,B+,North,highschool-mathsci,yes,high,low,high,high,high,INFJ
LGBT,>23,Health ,third,B+,North,highschool-mathsci,yes,high,high,mid,mid,high,ENTJ
f,>23,Health ,third,B,North,highschool-art,yes,mid,high,mid,high,low,ENTP
m,>23,Health ,second,B,NorthEast,highschool-mathsci,yes,high,high,high,high,high,ESFP
LGBT,>23,Health ,second,B,NorthEast,highschool-art,yes,high,high,mid,high,mid,ISFJ
f,>23,Health ,second,B,NorthEast,highschool-art,yes,high,mid,high,mid,mid,ESTP
f,>23,Health ,third,B,North,highschool-art,yes,high,high,high,mid,mid,ESTJ
f,>23,Health ,second,C+,North,highschool-art,yes,mid,high,high,mid,mid,ISFJ
f,>23,Health ,second,C+,North,highschool-mathsci,yes,mid,high,mid,mid,high,ENTJ
f,>23,Health ,first,B,Central,highschool-mathsci,yes,high,high,high,high,high,ESFJ
m,>23,Health ,forth,B,Central,highschool-mathsci,yes,high,high,high,high,high,ENTJ
m,23-28,Health ,completed,B,North,highschool-mathsci,yes,high,high,mid,high,high,ENFJ
f,>23,Health ,second,C+,North,highschool-mathsci,yes,high,high,high,mid,high,ENTJ
f,>23,Health ,third,C+,Central,highschool-mathsci,yes,high,high,mid,mid,high,ESFJ
f,>23,Health ,third,B,North,highschool-mathsci,yes,mid,high,high,high,high,ESTJ
f,>23,Health ,second,B,Central,highschool-mathsci,yes,high,mid,high,high,high,ESTJ
f,>23,Health ,forth,C+,Central,highschool-mathsci,yes,high,mid,mid,mid,mid,ISTP
f,>23,Health ,second,B,North,highschool-mathsci,yes,high,high,high,high,high,ISTP
f,>23,Health ,forth,B,East,highschool-mathsci,yes,mid,mid,high,high,high,ENTJ
m,>23,Health ,second,B,West,highschool-mathsci,yes,high,high,mid,mid,high,ESTJ
f,>23,Health ,second,B,Central,highschool-mathsci,yes,mid,high,high,mid,mid,ENTJ
f,>23,Health ,third,B,Central,highschool-mathsci,yes,low,mid,high,mid,mid,INTJ
f,23-28,Health ,second,B,North,highschool-mathsci,yes,low,low,high,high,mid,ENTJ
LGBT,>23,Health ,first,B,NorthEast,highschool-mathsci,no,mid,mid,mid,mid,high,ESTJ
LGBT,23-28,Health ,second,B+,North,highschool-mathsci,no,mid,high,high,high,high,INFP
f,>23,Health ,second,B,North,highschool-mathsci,yes,high,high,high,high,high,ESTJ
f,>23,Health ,first,B+,Central,highschool-mathsci,no,high,low,high,mid,high,ENTP
f,>23,Health ,first,B+,NorthEast,highschool-mathsci,no,mid,mid,high,mid,low,ENTJ
m,>23,Health ,first,B+,North,highschool-mathsci,yes,high,mid,high,high,high,ISFJ
f,23-28,Health ,third,B+,Central,highschool-mathsci,yes,high,mid,high,high,high,ESTJ
m,29-34,Health ,completed,B+,NorthEast,highschool-mathsci,yes,high,mid,mid,mid,mid,ESTJ
f,29-34,Health ,completed,B,NorthEast,highschool-mathsci,yes,high,high,mid,high,high,ESTP
f,29-34,Health ,third,B+,North,bachelor,yes,mid,mid,high,high,high,INFP
f,23-28,Health ,second,A,North,bachelor,no,mid,high,mid,high,high,ENTP
m,29-34,Health ,completed,C+,North,highschool-mathsci,yes,mid,high,mid,high,high,ENTJ
f,35+,Health ,completed,B,Central,non-formal,no,mid,high,mid,mid,high,ENFJ
f,23-28,Health ,completed,C+,North,highschool-mathsci,yes,mid,high,high,high,high,ISTP
m,23-28,ICTs,completed,B,North,vocational,yes,high,mid,high,high,mid,ESFJ
m,29-34,ICTs,completed,C+,NorthEast,highschool-mathsci,yes,high,mid,high,mid,mid,ISTP
f,23-28,ICTs,forth,B,North,vocational,yes,high,high,high,high,high,ESTJ
m,23-28,ICTs,completed,B,North,highschool-mathsci,yes,mid,mid,mid,high,mid,ENFJ
m,>23,ICTs,third,C+,North,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,>23,ICTs,third,B,North,vocational,yes,high,mid,high,mid,mid,ESTJ
f,>23,ICTs,second,B,North,highschool-art,yes,mid,high,high,high,mid,ENTP
LGBT,>23,ICTs,third,C+,West,highschool-art,yes,mid,high,mid,high,mid,ENTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,high,mid,low,mid,mid,ENTJ
LGBT,23-28,ICTs,first,C+,North,highschool-art,yes,low,high,mid,high,mid,ESFJ
m,23-28,ICTs,third,B,NorthEast,highvocational,yes,mid,high,high,mid,low,ISFP
LGBT,>23,ICTs,second,C+,North,highschool-art,yes,mid,high,high,high,mid,ESTJ
m,>23,ICTs,second,C,Central,highschool-art,no,mid,low,mid,mid,high,ISFJ
f,23-28,ICTs,completed,C+,Central,vocational,no,mid,low,low,low,high,ENTP
m,29-34,ICTs,completed,C+,NorthEast,highschool-art,yes,mid,low,mid,mid,mid,ISTP
m,35+,ICTs,completed,B,Central,highschool-mathsci,yes,high,low,mid,high,high,INFJ
f,35+,ICTs,completed,C+,South,highvocational,yes,mid,high,high,mid,high,ENFP
f,35+,ICTs,completed,C,South,highvocational,yes,high,low,high,high,high,ENTJ
f,23-28,ICTs,completed,C,Central,highschool-mathsci,yes,mid,mid,high,high,high,ENTP
f,23-28,ICTs,completed,B,Central,highschool-mathsci,yes,low,low,high,high,high,ENTJ
m,23-28,ICTs,completed,C+,North,highschool-art,no,mid,low,mid,high,mid,ISTP
f,29-34,ICTs,completed,B+,Central,vocational,no,mid,high,mid,high,high,ENFP
f,29-34,ICTs,completed,C+,Central,highvocational,no,low,high,low,mid,low,ISFP
f,35+,ICTs,completed,B+,Central,highvocational,yes,high,high,high,high,high,ENTJ
m,23-28,ICTs,completed,B,South,highschool-mathsci,no,high,low,low,high,high,INTP
f,35+,ICTs,completed,C,South,highvocational,no,high,low,high,high,high,INTP
m,29-34,ICTs,completed,B,Central,highschool-mathsci,no,high,low,low,mid,high,ENFP
m,29-34,ICTs,completed,B,Central,highschool-mathsci,no,high,high,high,high,high,ENTP
m,>23,ICTs,first,B,South,highschool-mathsci,no,mid,mid,mid,mid,high,ENTP
f,>23,ICTs,second,B+,East,highschool-mathsci,yes,mid,high,mid,mid,high,INTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,mid,low,high,high,high,INTP
m,>23,ICTs,first,C,Central,highschool-art,yes,mid,mid,high,high,high,ENFJ
m,>23,ICTs,first,B+,Central,vocational,yes,high,mid,mid,high,high,ENFP
m,>23,ICTs,second,C,West,highschool-art,no,mid,mid,mid,mid,mid,INFP
m,>23,ICTs,second,B+,West,highschool-art,no,high,mid,mid,high,mid,INFP
m,>23,ICTs,second,C+,West,highschool-mathsci,yes,low,mid,high,high,high,ENTP
m,>23,ICTs,first,C,Central,highschool-mathsci,no,mid,mid,high,mid,high,ENFP
f,>23,ICTs,first,C,Central,highschool-art,yes,mid,high,high,mid,high,ENTJ
m,>23,ICTs,second,C,Central,highschool-art,yes,mid,high,mid,mid,high,ENFP
m,>23,ICTs,first,C+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,23-28,ICTs,second,D+,Central,non-formal,yes,high,mid,mid,high,high,INTP
m,23-28,ICTs,completed,B,North,vocational,yes,high,mid,high,high,mid,ESFJ
m,29-34,ICTs,completed,C+,NorthEast,highschool-mathsci,yes,high,mid,high,mid,mid,ISTP
f,23-28,ICTs,forth,B,North,vocational,yes,high,high,high,high,high,ESTJ
m,23-28,ICTs,completed,B,North,highschool-mathsci,yes,mid,mid,mid,high,mid,ENFJ
m,>23,ICTs,third,C+,North,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,>23,ICTs,third,B,North,vocational,yes,high,mid,high,mid,mid,ESTJ
f,>23,ICTs,second,B,North,highschool-art,yes,mid,high,high,high,mid,ENTP
LGBT,>23,ICTs,third,C+,West,highschool-art,yes,mid,high,mid,high,mid,ENTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,high,mid,low,mid,mid,ENTJ
LGBT,23-28,ICTs,first,C+,North,highschool-art,yes,low,high,mid,high,mid,ESFJ
m,23-28,ICTs,third,B,NorthEast,highvocational,yes,mid,high,high,mid,low,ISFP
LGBT,>23,ICTs,second,C+,North,highschool-art,yes,mid,high,high,high,mid,ESTJ
m,>23,ICTs,second,C,Central,highschool-art,no,mid,low,mid,mid,high,ISFJ
f,23-28,ICTs,completed,C+,Central,vocational,no,mid,low,low,low,high,ENTP
m,29-34,ICTs,completed,C+,NorthEast,highschool-art,yes,mid,low,mid,mid,mid,ISTP
m,35+,ICTs,completed,B,Central,highschool-mathsci,yes,high,low,mid,high,high,INFJ
f,35+,ICTs,completed,C+,South,highvocational,yes,mid,high,high,mid,high,ENFP
f,35+,ICTs,completed,C,South,highvocational,yes,high,low,high,high,high,ENTJ
f,23-28,ICTs,completed,C,Central,highschool-mathsci,yes,mid,mid,high,high,high,ENTP
f,23-28,ICTs,completed,B,Central,highschool-mathsci,yes,low,low,high,high,high,ENTJ
m,23-28,ICTs,completed,C+,North,highschool-art,no,mid,low,mid,high,mid,ISTP
f,29-34,ICTs,completed,B+,Central,vocational,no,mid,high,mid,high,high,ENFP
f,29-34,ICTs,completed,C+,Central,highvocational,no,low,high,low,mid,low,ISFP
f,35+,ICTs,completed,B+,Central,highvocational,yes,high,high,high,high,high,ENTJ
m,23-28,ICTs,completed,B,South,highschool-mathsci,no,high,low,low,high,high,INTP
f,35+,ICTs,completed,C,South,highvocational,no,high,low,high,high,high,INTP
m,29-34,ICTs,completed,B,Central,highschool-mathsci,no,high,low,low,mid,high,ENFP
m,29-34,ICTs,completed,B,Central,highschool-mathsci,no,high,high,high,high,high,ENTP
m,>23,ICTs,first,B,South,highschool-mathsci,no,mid,mid,mid,mid,high,ENTP
f,>23,ICTs,second,B+,East,highschool-mathsci,yes,mid,high,mid,mid,high,INTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,mid,low,high,high,high,INTP
m,>23,ICTs,first,C,Central,highschool-art,yes,mid,mid,high,high,high,ENFJ
m,>23,ICTs,first,B+,Central,vocational,yes,high,mid,mid,high,high,ENFP
m,>23,ICTs,second,C,West,highschool-art,no,mid,mid,mid,mid,mid,INFP
m,>23,ICTs,second,B+,West,highschool-art,no,high,mid,mid,high,mid,INFP
m,>23,ICTs,second,C+,West,highschool-mathsci,yes,low,mid,high,high,high,ENTP
m,>23,ICTs,first,C,Central,highschool-mathsci,no,mid,mid,high,mid,high,ENFP
f,>23,ICTs,first,C,Central,highschool-art,yes,mid,high,high,mid,high,ENTJ
m,>23,ICTs,second,C,Central,highschool-art,yes,mid,high,mid,mid,high,ENFP
m,>23,ICTs,first,C+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,23-28,ICTs,second,D+,Central,non-formal,yes,high,mid,mid,high,high,INTP
m,23-28,ICTs,completed,B,North,vocational,yes,high,mid,high,high,mid,ESFJ
m,29-34,ICTs,completed,C+,NorthEast,highschool-mathsci,yes,high,mid,high,mid,mid,ISTP
f,23-28,ICTs,forth,B,North,vocational,yes,high,high,high,high,high,ESTJ
m,23-28,ICTs,completed,B,North,highschool-mathsci,yes,mid,mid,mid,high,mid,ENFJ
m,>23,ICTs,third,C+,North,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,>23,ICTs,third,B,North,vocational,yes,high,mid,high,mid,mid,ESTJ
f,>23,ICTs,second,B,North,highschool-art,yes,mid,high,high,high,mid,ENTP
LGBT,>23,ICTs,third,C+,West,highschool-art,yes,mid,high,mid,high,mid,ENTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,high,mid,low,mid,mid,ENTJ
LGBT,23-28,ICTs,first,C+,North,highschool-art,yes,low,high,mid,high,mid,ESFJ
m,23-28,ICTs,third,B,NorthEast,highvocational,yes,mid,high,high,mid,low,ISFP
LGBT,>23,ICTs,second,C+,North,highschool-art,yes,mid,high,high,high,mid,ESTJ
m,>23,ICTs,second,C,Central,highschool-art,no,mid,low,mid,mid,high,ISFJ
f,23-28,ICTs,completed,C+,Central,vocational,no,mid,low,low,low,high,ENTP
m,29-34,ICTs,completed,C+,NorthEast,highschool-art,yes,mid,low,mid,mid,mid,ISTP
m,35+,ICTs,completed,B,Central,highschool-mathsci,yes,high,low,mid,high,high,INFJ
f,35+,ICTs,completed,C+,South,highvocational,yes,mid,high,high,mid,high,ENFP
f,35+,ICTs,completed,C,South,highvocational,yes,high,low,high,high,high,ENTJ
f,23-28,ICTs,completed,C,Central,highschool-mathsci,yes,mid,mid,high,high,high,ENTP
f,23-28,ICTs,completed,B,Central,highschool-mathsci,yes,low,low,high,high,high,ENTJ
m,23-28,ICTs,completed,C+,North,highschool-art,no,mid,low,mid,high,mid,ISTP
f,29-34,ICTs,completed,B+,Central,vocational,no,mid,high,mid,high,high,ENFP
f,29-34,ICTs,completed,C+,Central,highvocational,no,low,high,low,mid,low,ISFP
f,35+,ICTs,completed,B+,Central,highvocational,yes,high,high,high,high,high,ENTJ
m,23-28,ICTs,completed,B,South,highschool-mathsci,no,high,low,low,high,high,INTP
f,35+,ICTs,completed,C,South,highvocational,no,high,low,high,high,high,INTP
m,29-34,ICTs,completed,B,Central,highschool-mathsci,no,high,low,low,mid,high,ENFP
m,29-34,ICTs,completed,B,Central,highschool-mathsci,no,high,high,high,high,high,ENTP
m,>23,ICTs,first,B,South,highschool-mathsci,no,mid,mid,mid,mid,high,ENTP
f,>23,ICTs,second,B+,East,highschool-mathsci,yes,mid,high,mid,mid,high,INTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,mid,low,high,high,high,INTP
m,>23,ICTs,first,C,Central,highschool-art,yes,mid,mid,high,high,high,ENFJ
m,>23,ICTs,first,B+,Central,vocational,yes,high,mid,mid,high,high,ENFP
m,>23,ICTs,second,C,West,highschool-art,no,mid,mid,mid,mid,mid,INFP
m,>23,ICTs,second,B+,West,highschool-art,no,high,mid,mid,high,mid,INFP
m,>23,ICTs,second,C+,West,highschool-mathsci,yes,low,mid,high,high,high,ENTP
m,>23,ICTs,first,C,Central,highschool-mathsci,no,mid,mid,high,mid,high,ENFP
f,>23,ICTs,first,C,Central,highschool-art,yes,mid,high,high,mid,high,ENTJ
m,>23,ICTs,second,C,Central,highschool-art,yes,mid,high,mid,mid,high,ENFP
m,>23,ICTs,first,C+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,23-28,ICTs,second,D+,Central,non-formal,yes,high,mid,mid,high,high,INTP
m,23-28,ICTs,completed,B,North,vocational,yes,high,mid,high,high,mid,ESFJ
m,29-34,ICTs,completed,C+,NorthEast,highschool-mathsci,yes,high,mid,high,mid,mid,ISTP
f,23-28,ICTs,forth,B,North,vocational,yes,high,high,high,high,high,ESTJ
m,23-28,ICTs,completed,B,North,highschool-mathsci,yes,mid,mid,mid,high,mid,ENFJ
m,>23,ICTs,third,C+,North,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,>23,ICTs,third,B,North,vocational,yes,high,mid,high,mid,mid,ESTJ
f,>23,ICTs,second,B,North,highschool-art,yes,mid,high,high,high,mid,ENTP
LGBT,>23,ICTs,third,C+,West,highschool-art,yes,mid,high,mid,high,mid,ENTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,high,mid,low,mid,mid,ENTJ
LGBT,23-28,ICTs,first,C+,North,highschool-art,yes,low,high,mid,high,mid,ESFJ
m,23-28,ICTs,third,B,NorthEast,highvocational,yes,mid,high,high,mid,low,ISFP
LGBT,>23,ICTs,second,C+,North,highschool-art,yes,mid,high,high,high,mid,ESTJ
m,>23,ICTs,second,C,Central,highschool-art,no,mid,low,mid,mid,high,ISFJ
f,23-28,ICTs,completed,C+,Central,vocational,no,mid,low,low,low,high,ENTP
m,29-34,ICTs,completed,C+,NorthEast,highschool-art,yes,mid,low,mid,mid,mid,ISTP
m,35+,ICTs,completed,B,Central,highschool-mathsci,yes,high,low,mid,high,high,INFJ
f,35+,ICTs,completed,C+,South,highvocational,yes,mid,high,high,mid,high,ENFP
f,35+,ICTs,completed,C,South,highvocational,yes,high,low,high,high,high,ENTJ
f,23-28,ICTs,completed,C,Central,highschool-mathsci,yes,mid,mid,high,high,high,ENTP
f,23-28,ICTs,completed,B,Central,highschool-mathsci,yes,low,low,high,high,high,ENTJ
m,23-28,ICTs,completed,C+,North,highschool-art,no,mid,low,mid,high,mid,ISTP
f,29-34,ICTs,completed,B+,Central,vocational,no,mid,high,mid,high,high,ENFP
f,29-34,ICTs,completed,C+,Central,highvocational,no,low,high,low,mid,low,ISFP
f,35+,ICTs,completed,B+,Central,highvocational,yes,high,high,high,high,high,ENTJ
m,23-28,ICTs,completed,B,South,highschool-mathsci,no,high,low,low,high,high,INTP
f,35+,ICTs,completed,C,South,highvocational,no,high,low,high,high,high,INTP
m,29-34,ICTs,completed,B,Central,highschool-mathsci,no,high,low,low,mid,high,ENFP
m,29-34,ICTs,completed,B,Central,highschool-mathsci,no,high,high,high,high,high,ENTP
m,>23,ICTs,first,B,South,highschool-mathsci,no,mid,mid,mid,mid,high,ENTP
f,>23,ICTs,second,B+,East,highschool-mathsci,yes,mid,high,mid,mid,high,INTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,mid,low,high,high,high,INTP
m,>23,ICTs,first,C,Central,highschool-art,yes,mid,mid,high,high,high,ENFJ
m,>23,ICTs,first,B+,Central,vocational,yes,high,mid,mid,high,high,ENFP
m,>23,ICTs,second,C,West,highschool-art,no,mid,mid,mid,mid,mid,INFP
m,>23,ICTs,second,B+,West,highschool-art,no,high,mid,mid,high,mid,INFP
m,>23,ICTs,second,C+,West,highschool-mathsci,yes,low,mid,high,high,high,ENTP
m,>23,ICTs,first,C,Central,highschool-mathsci,no,mid,mid,high,mid,high,ENFP
f,>23,ICTs,first,C,Central,highschool-art,yes,mid,high,high,mid,high,ENTJ
m,>23,ICTs,second,C,Central,highschool-art,yes,mid,high,mid,mid,high,ENFP
m,>23,ICTs,first,C+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,23-28,ICTs,second,D+,Central,non-formal,yes,high,mid,mid,high,high,INTP
m,23-28,ICTs,completed,B,North,vocational,yes,high,mid,high,high,mid,ESFJ
m,29-34,ICTs,completed,C+,NorthEast,highschool-mathsci,yes,high,mid,high,mid,mid,ISTP
f,23-28,ICTs,forth,B,North,vocational,yes,high,high,high,high,high,ESTJ
m,23-28,ICTs,completed,B,North,highschool-mathsci,yes,mid,mid,mid,high,mid,ENFJ
m,>23,ICTs,third,C+,North,highschool-art,yes,mid,mid,mid,mid,mid,ENTP
m,>23,ICTs,third,B,North,vocational,yes,high,mid,high,mid,mid,ESTJ
f,>23,ICTs,second,B,North,highschool-art,yes,mid,high,high,high,mid,ENTP
LGBT,>23,ICTs,third,C+,West,highschool-art,yes,mid,high,mid,high,mid,ENTP
f,>23,ICTs,first,C+,Central,highschool-art,yes,high,mid,low,mid,mid,ENTJ
LGBT,23-28,ICTs,first,C+,North,highschool-art,yes,low,high,mid,high,mid,ESFJ
m,23-28,ICTs,third,B,NorthEast,highvocational,yes,mid,high,high,mid,low,ISFP
LGBT,>23,ICTs,second,C+,North,highschool-art,yes,mid,high,high,high,mid,ESTJ
m,>23,ICTs,second,C,Central,highschool-art,no,mid,low,mid,mid,high,ISFJ
f,23-28,ICTs,completed,C+,Central,vocational,no,mid,low,low,low,high,ENTP
m,29-34,ICTs,completed,C+,NorthEast,highschool-art,yes,mid,low,mid,mid,mid,ISTP
m,35+,ICTs,completed,B,Central,highschool-mathsci,yes,high,low,mid,high,high,INFJ
f,35+,ICTs,completed,C+,South,highvocational,yes,mid,high,high,mid,high,ENFP
f,35+,ICTs,completed,C,South,highvocational,yes,high,low,high,high,high,ENTJ
f,23-28,ICTs,completed,C,Central,highschool-mathsci,yes,mid,mid,high,high,high,ENTP
f,23-28,ICTs,completed,B,Central,highschool-mathsci,yes,low,low,high,high,high,ENTJ
m,23-28,ICTs,completed,C+,North,highschool-art,no,mid,low,mid,high,mid,ISTP
f,29-34,ICTs,completed,B+,Central,vocational,no,mid,high,mid,high,high,ENFP
f,29-34,ICTs,completed,C+,Central,highvocational,no,low,high,low,mid,low,ISFP
f,35+,ICTs,completed,B+,Central,highvocational,yes,high,high,high,high,high,ENTJ
m,>23,Sciences & Maths,first,C+,North,highvocational,yes,high,mid,mid,mid,high,ENFJ
f,>23,Sciences & Maths,second,B+,Central,highschool-mathsci,yes,high,mid,mid,mid,high,ESFJ
m,23-28,Sciences & Maths,third,B,North,highvocational,yes,high,mid,mid,high,mid,ESFJ
m,>23,Sciences & Maths,third,C+,North,vocational,yes,high,mid,mid,high,mid,ESFJ
f,23-28,Sciences & Maths,forth,B,North,highschool-mathsci,yes,high,mid,mid,high,mid,ESTJ
m,>23,Sciences & Maths,second,C+,Central,vocational,yes,high,low,high,mid,mid,ENTJ
f,>23,Sciences & Maths,second,B,East,highschool-mathsci,yes,high,high,high,mid,high,ESTJ
f,>23,Sciences & Maths,first,B,Central,highschool-mathsci,yes,mid,mid,mid,mid,mid,ESTP
m,23-28,Sciences & Maths,completed,B,East,highschool-art,no,high,mid,mid,low,mid,ISFP
f,>23,Sciences & Maths,forth,B,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESTP
m,23-28,Sciences & Maths,completed,B,North,highschool-mathsci,yes,mid,mid,high,high,high,ENTJ
m,>23,Sciences & Maths,second,B+,East,highschool-mathsci,yes,mid,mid,high,mid,high,ESFP
f,>23,Sciences & Maths,third,C+,North,highschool-mathsci,yes,mid,high,high,mid,high,ENTJ
m,23-28,Sciences & Maths,completed,C+,NorthEast,highschool-mathsci,yes,mid,high,mid,mid,mid,ESFP
m,>23,Sciences & Maths,forth,C+,NorthEast,highschool-mathsci,yes,mid,low,high,mid,high,ISFJ
m,>23,Sciences & Maths,first,C+,NorthEast,highschool-art,yes,mid,high,mid,high,mid,INFJ
m,>23,Sciences & Maths,forth,B,NorthEast,highschool-art,no,mid,mid,mid,mid,mid,ENTP
m,>23,Sciences & Maths,second,C+,North,highvocational,yes,high,low,high,mid,mid,INTJ
f,>23,Sciences & Maths,third,C+,North,highschool-mathsci,yes,high,mid,high,mid,high,ESFJ
m,>23,Sciences & Maths,second,C+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ENFJ
m,>23,Sciences & Maths,third,C+,South,highschool-mathsci,yes,mid,mid,mid,mid,high,ESTJ
f,>23,Sciences & Maths,first,C+,Central,highschool-art,yes,mid,mid,high,high,mid,ESFJ
f,>23,Sciences & Maths,forth,B,East,highschool-art,yes,mid,mid,mid,mid,mid,ESTJ
f,29-34,Sciences & Maths,completed,C+,East,highschool-art,yes,mid,high,high,mid,mid,ESFJ
f,>23,Sciences & Maths,forth,B,NorthEast,highschool-art,yes,mid,mid,high,mid,mid,ESFP
f,>23,Sciences & Maths,second,C+,Central,highschool-art,yes,mid,mid,high,mid,mid,ESFJ
f,>23,Sciences & Maths,second,C+,West,highschool-mathsci,yes,high,mid,mid,high,mid,ESTJ
LGBT,23-28,Sciences & Maths,completed,B+,North,highschool-mathsci,yes,high,low,high,mid,mid,INTJ
f,>23,Sciences & Maths,first,B,North,highschool-mathsci,yes,mid,mid,high,mid,high,ESTJ
f,>23,Sciences & Maths,first,C+,Central,highschool-mathsci,yes,mid,high,mid,mid,high,ENTJ
LGBT,>23,Sciences & Maths,first,B+,Central,highschool-mathsci,yes,low,mid,high,mid,mid,ISFJ
f,23-28,Sciences & Maths,second,B,Central,highschool-mathsci,no,high,low,high,high,high,ESTP
f,>23,Sciences & Maths,second,B,NorthEast,highschool-art,no,high,low,low,high,mid,ESFP
m,>23,Sciences & Maths,first,B+,NorthEast,highschool-mathsci,yes,high,high,high,high,mid,ESTJ
f,23-28,Sciences & Maths,first,C+,NorthEast,highschool-art,no,mid,high,mid,high,mid,ISTJ
LGBT,>23,Sciences & Maths,third,B,South,highschool-art,no,low,low,high,mid,low,ENTP
f,>23,Sciences & Maths,first,B,South,highschool-art,no,mid,high,mid,low,low,ENTP
m,>23,Sciences & Maths,second,B,North,highvocational,yes,high,high,high,high,high,ESTJ
f,23-28,Sciences & Maths,forth,B+,North,highvocational,yes,high,high,high,high,high,ESTP
m,>23,Sciences & Maths,forth,B,North,highvocational,yes,high,high,high,mid,mid,ESFP
LGBT,23-28,Sciences & Maths,third,B,North,vocational,yes,high,high,high,high,high,ESTJ
m,>23,Sciences & Maths,third,B,North,vocational,yes,high,high,high,high,high,ESTJ
f,>23,Sciences & Maths,second,B,North,highvocational,yes,high,high,high,high,mid,ESTJ
m,23-28,Sciences & Maths,third,B,North,highvocational,yes,high,high,high,high,high,ESTJ
f,>23,Sciences & Maths,third,B,North,highvocational,yes,high,high,high,low,mid,ESTP
m,23-28,Sciences & Maths,third,B,North,highvocational,yes,high,high,mid,high,high,ESTP
